name,type,lat,lon,formatted_address,website,opening_hours
West Wok,restaurant,42.6010160,-73.7954338,n/a,n/a,n/a
Casa Mia,restaurant,42.6034365,-73.7917129,n/a,n/a,n/a
Dunkin',fast_food,42.6015164,-73.7926142,n/a,https://locations.dunkindonuts.com/en/ny/glenmont/415-route-9w/347094,04:00-20:30
Silver Spoon Cafe,restaurant,42.4721188,-73.8172038,n/a,n/a,n/a
Wiechec's,bar,42.8720439,-78.8119581,n/a,n/a,n/a
Sushi King,restaurant,42.7317237,-73.6913370,n/a,n/a,n/a
Ryan's Wake,bar,42.7353063,-73.6877464,n/a,n/a,n/a
Cafe Delicious,cafe,42.7356216,-73.6876084,n/a,n/a,n/a
Brown's Brewing Company Taproom,bar,42.7357525,-73.6875479,n/a,n/a,n/a
La Perla Restaurante,restaurant,42.6343212,-73.5529890,n/a,n/a,n/a
Dunkin',fast_food,42.7341046,-73.6966172,n/a,https://locations.dunkindonuts.com/en/ny/green-island/25-lower-hudson-rd/342843,05:00-20:00
Piato Greek Kitchen,restaurant,41.2017286,-73.8863269,n/a,n/a,Su-Th 11:30-21:00; Fr-Sa 11:30-21:30
Mr Subb,fast_food,42.7427396,-73.8383832,n/a,n/a,n/a
Stromboli Pizzeria,fast_food,42.7426276,-73.8384205,n/a,n/a,n/a
Dragon Garden Chinese Take Out,fast_food,42.7438279,-73.8377591,n/a,n/a,n/a
Dorado's Restaurant & Bar,restaurant,42.6969114,-73.8891675,n/a,n/a,n/a
Cafe Teria,cafe,42.6971767,-73.8896701,n/a,n/a,n/a
JayCee's Pizza Depot,restaurant,42.6547993,-73.9293108,n/a,n/a,n/a
Paisano's Pizza Villa,restaurant,42.7005547,-74.0335386,n/a,n/a,n/a
Bamboo Garden,restaurant,42.7006567,-74.0333751,n/a,n/a,n/a
Highlands Restaurant & Lounge,restaurant,42.6785092,-74.0775006,n/a,n/a,n/a
Standard Restaurant & Bar,restaurant,42.6888893,-73.8501573,n/a,n/a,n/a
Unos,restaurant,42.6896502,-73.8495722,n/a,n/a,n/a
Ruby Tuesday,restaurant,42.6890931,-73.8504250,n/a,n/a,n/a
The Melting Pot,restaurant,42.6892477,-73.8508756,n/a,n/a,n/a
Johnny Rockets,restaurant,42.6903291,-73.8527428,n/a,n/a,n/a
Auntie Anne's,fast_food,42.6890186,-73.8500608,n/a,n/a,n/a
Starbucks,cafe,42.6894724,-73.8503653,n/a,https://www.starbucks.com/store-locator/store/17883/crossgates-mall-1-crossgates-mall-road-b-231-albany-ny-122035368-u,n/a
Panera Bread,fast_food,42.6955689,-73.8474260,n/a,https://locations.panerabread.com/ny/albany/161-washington-ave-extension.html,Mo-Fr 07:00-21:00; Sa-Su 08:00-21:00
Township Tavern,restaurant,42.7004096,-74.1024208,n/a,n/a,n/a
Subway,fast_food,42.6979615,-73.6473046,n/a,https://restaurants.subway.com/united-states/ny/wynantskill/51-main-street,Mo-Sa 07:00-21:00; Su 07:00-20:00
Okinawa,restaurant,42.6979253,-73.6471263,n/a,n/a,n/a
Vinegar Hill House,restaurant,40.7026239,-73.9813033,n/a,https://www.vinegarhillhouse.com/,n/a
Dan's Diner & Quick Lunch,restaurant,42.3330175,-73.5553256,n/a,n/a,n/a
Starbucks,cafe,40.7938416,-73.9727702,n/a,https://www.starbucks.com/store-locator/store/13552/95th-broadway-2525-broadway-new-york-ny-100256924-us,Mo-Th 05:30-22:00; Fr 05:30-23:00; Sa 06:00-23:00; Su 06:00-22:00
Celadon Thai Bistro,restaurant,42.8247898,-73.9112285,n/a,https://www.celadonthaialbany.com/,closed
Ginza Japanese & Korean Restaurant,restaurant,42.7587958,-73.7671656,n/a,n/a,n/a
Shogun Sushi Sake Bar,restaurant,42.6234422,-73.8285433,n/a,n/a,n/a
Great Wall,fast_food,42.6220701,-73.8327580,n/a,n/a,n/a
Perfect Blend,cafe,42.6220430,-73.8329493,n/a,n/a,n/a
Hideaway Hotel,restaurant,42.3294750,-74.4198610,n/a,n/a,n/a
Prattsville Diner,restaurant,42.3139508,-74.4312121,n/a,n/a,n/a
Subway,fast_food,42.7708266,-73.8223235,n/a,https://restaurants.subway.com/united-states/ny/latham/1186-troy-schenectady-rd,Mo-Sa 10:00-20:00
Mr Subb,fast_food,42.6756786,-73.7490473,n/a,http://www.mrsubb.com/,n/a
Ben&jerry,cafe,40.7582685,-73.9867199,n/a,https://www.juniorscheesecake.com/,n/a
S&P Sandwich Shop,fast_food,40.7411174,-73.9901665,n/a,https://www.sandwich.place/,n/a
Subway,fast_food,42.7573208,-73.7584645,n/a,https://restaurants.subway.com/united-states/ny/latham/898-new-loudon-road,07:00-20:00
New Panda Chinese Restaurant,restaurant,42.7572459,-73.7584672,n/a,n/a,n/a
Tanpopo Ramen and Sake Bar,restaurant,42.8047877,-73.9041186,n/a,n/a,n/a
Hunan Wok Chinese Restaurant,restaurant,42.8049755,-73.9046599,n/a,n/a,n/a
Pizza Buono,restaurant,42.8032964,-73.8998812,n/a,n/a,n/a
Domino's,fast_food,42.8560257,-77.0040613,n/a,n/a,n/a
Ling Ling Chinese Buffet,restaurant,42.8564889,-77.0042349,n/a,n/a,n/a
Uptown Burrito,fast_food,42.8564533,-77.0044883,n/a,n/a,n/a
Gloria's,fast_food,40.6724269,-73.9504079,n/a,n/a,n/a
Xin Fu Chinese Food,restaurant,42.7707248,-73.8224327,n/a,n/a,n/a
Panera Bread,fast_food,42.6131243,-73.7875290,n/a,https://locations.panerabread.com/ny/glenmont/5-moriah-road.html,Mo-Sa 06:00-21:00; Su 07:00-21:00
Five Guys,fast_food,42.6133583,-73.7881373,n/a,https://restaurants.fiveguys.com/241-route-9-west,11:00-21:30
Subway,fast_food,42.6341528,-73.7463907,n/a,n/a,n/a
Hot Dog Charlies,fast_food,42.6342942,-73.7464715,n/a,n/a,n/a
Ming's Garden Chinese Restaurant,fast_food,42.6342307,-73.7464340,n/a,n/a,n/a
Marlow & Sons,restaurant,40.7106872,-73.9656773,n/a,https://www.marlowandsons.com/,"Mo-Th, Su 08:00-23:00; Fr, Sa 08:00-24:00"
Diner,restaurant,40.7106766,-73.9655977,n/a,https://www.dinernyc.com/,"Mo-Th 18:00-24:00; Fr 11:00-24:00; Sa, Su 10:00-24:00"
Chuck E. Cheese,restaurant,42.7541951,-73.7666105,n/a,https://locations.chuckecheese.com/us/ny/latham/601-troy-schenectady-rd.,n/a
Tequila Mexican Bar and Grill,restaurant,42.8166655,-73.8914941,n/a,n/a,n/a
Kabuki Sushi and Teriaki Japanese and Korean Cafe,restaurant,42.7618925,-73.7959079,n/a,n/a,n/a
Shalimar Indian & Pakistan Cuisine,restaurant,42.7619188,-73.7960488,n/a,n/a,n/a
Quiznos,fast_food,42.7624684,-73.7981843,n/a,n/a,n/a
The Pasta Factory,restaurant,42.7626116,-73.7986296,n/a,n/a,n/a
Mercato's III restaurant,restaurant,42.7625625,-73.7983353,n/a,n/a,n/a
n/a,restaurant,41.2785855,-74.2146943,n/a,n/a,n/a
Epicurian Bistro & Wine Bar,restaurant,42.7572107,-73.7615632,n/a,n/a,n/a
Subway,fast_food,42.7571462,-73.7611947,n/a,n/a,n/a
Golden Wok,restaurant,42.7571664,-73.7612794,n/a,n/a,n/a
Giacobbi's Cucina Citta,restaurant,42.8995249,-78.8724508,n/a,n/a,n/a
La Fiesta,restaurant,42.8995297,-78.8727533,n/a,n/a,Mo 11:00-22:00; Tu-Th 11:00-23:00; Fr 11:00-02:00; Sa 12:00-02:00; Su 12:00-22:00
Fugazi,bar,42.8998048,-78.8719718,n/a,n/a,n/a
Cafe 59,restaurant,42.8992949,-78.8725002,n/a,https://www.cafe59.com/,Mo-Th 08:00-23:00; Fr 08:00-24:00; Sa 10:00-24:00; Su 12:00-22:00
Stonewall Inn,bar,42.8992809,-78.8716679,n/a,n/a,n/a
26,bar,42.8992870,-78.8709660,n/a,n/a,n/a
Tempo,restaurant,42.8999580,-78.8735007,n/a,n/a,n/a
Chris's Pizzeria,fast_food,42.6998346,-73.6525988,n/a,n/a,n/a
Green Cactus Cafe,restaurant,40.9200826,-73.1297609,n/a,https://www.greencactusgrill.com/,n/a
Station Pizza,restaurant,40.9201029,-73.1298896,n/a,n/a,n/a
Soup's On,restaurant,40.9200258,-73.1296321,n/a,n/a,n/a
Panera Bread,fast_food,42.7741795,-73.8929376,n/a,https://locations.panerabread.com/ny/schenectady/412-balltown-rd.html,Mo-Sa 06:00-22:00; Su 7:00-21:00
Five Guys,fast_food,42.7749974,-73.8929000,n/a,https://restaurants.fiveguys.com/418-balltown-road,11:00-21:30
China King,fast_food,42.7732326,-73.8919593,n/a,n/a,n/a
Fortune Cookie Chinese Restaurant,fast_food,42.7828715,-73.8907155,n/a,n/a,n/a
Tandoori House,restaurant,42.8230976,-73.9108858,n/a,n/a,n/a
New China Restaurant Takeout,fast_food,42.8231113,-73.9109890,n/a,n/a,n/a
Delish Deli,fast_food,42.6243296,-73.8279680,n/a,n/a,n/a
Starbucks,cafe,42.7509664,-73.7643976,n/a,https://www.starbucks.com/store-locator/store/18245/549-troy-schenectady-rd-549-troy-schenectady-road-latham-ny-121102811-us,n/a
Red Hook Ball Field Food Trucks,fast_food,40.6714850,-74.0028350,n/a,n/a,Sa 11:00- 15:00
Milano,restaurant,42.7279222,-73.7610178,n/a,n/a,n/a
Yang's Asian Bistro,restaurant,42.7265969,-73.7608997,n/a,n/a,n/a
Midpoint Artisan Pizza,restaurant,42.7275104,-73.7610075,n/a,www.midpointpizza.com,Mo-Sa 10:00-22:00; Su 10:00-21:00
Bruegger's Bagels,fast_food,42.7272240,-73.7609830,n/a,n/a,n/a
Beer Bones,bar,42.7281035,-73.7610283,n/a,n/a,n/a
Five Guys,fast_food,42.7284094,-73.7607378,n/a,https://restaurants.fiveguys.com/602-new-loudon-rd,11:00-21:30
Starbucks,cafe,42.7281658,-73.7610319,n/a,https://www.starbucks.com/store-locator/store/16719/newton-plaza-loudonville-594-new-loudon-road-latham-ny-121104053-us,n/a
Dunkin',fast_food,42.7542343,-73.7727635,n/a,n/a,n/a
Subway,fast_food,43.0370935,-76.4269495,n/a,n/a,n/a
n/a,restaurant,43.0264671,-76.4767485,n/a,n/a,n/a
Otis & Olivers Restaurant,restaurant,42.7640872,-73.8002768,n/a,n/a,n/a
Averill Park House of Pizza,fast_food,42.6345818,-73.5549961,n/a,n/a,n/a
Prima Pizza,fast_food,42.7698065,-73.8925071,n/a,n/a,n/a
LDR Char Pit,restaurant,43.2576947,-77.6095457,n/a,n/a,n/a
Lee Lin Chinese Restaurant,restaurant,42.7058941,-73.6594406,n/a,n/a,n/a
Subway Subs,fast_food,42.8044843,-73.9028228,n/a,https://restaurants.subway.com/united-states/ny/schenectady/1701-union-st,Mo-Th 08:00-21:30; Fr-Sa 08:00-22:00; Su 08:00-21:00
Talk of the Town Cafe,cafe,42.9616487,-77.1384840,n/a,n/a,n/a
n/a,bar,40.7351498,-73.6747810,n/a,n/a,n/a
Applebee's,restaurant,40.7409223,-73.5913212,n/a,n/a,"Mo-Th 11:00-00:30, Fr-Sa 11:00-02:00, Su 11:00-00:00"
Graziella's,restaurant,40.6904710,-73.9694971,n/a,https://www.graziellasmenu.com/,Mo-We 15:00-23:00; Th-Su 11:00-23:00
Chopsticks,restaurant,43.1052621,-77.6175692,n/a,n/a,n/a
Dannee Thai,restaurant,40.6904836,-73.9600390,n/a,https://www.danneethaibrooklynny.com,"Mo-Su 12:00-16:00,17:00-22:00"
The Wine Thief,restaurant,42.9087752,-78.8768975,n/a,n/a,n/a
Just Pizza & Wing Co,fast_food,42.9050309,-78.8774806,n/a,https://www.justpizzausa.com/,n/a
Scarlet,restaurant,42.8976332,-78.8738934,n/a,n/a,n/a
n/a,fast_food,42.4832941,-76.4908561,n/a,n/a,n/a
n/a,cafe,42.4835156,-76.4909848,n/a,n/a,n/a
Applebee's,restaurant,42.4818777,-76.4852556,n/a,n/a,Mo-Tu 11:00-23:00; We-Sa 11:00-00:00; Su 11:00-22:00
McDonald's,fast_food,40.5927159,-73.6574581,n/a,https://www.mcdonalds.com/us/en-us/location/2969.html,05:30-23:30
Niko Coffee,cafe,40.8052757,-73.9624308,n/a,n/a,Mo-Sa 07:00-17:00
n/a,restaurant,40.5841300,-73.6663505,n/a,n/a,n/a
Ferrels,bar,42.5905284,-76.3681438,n/a,n/a,n/a
Chinese,fast_food,42.5898412,-76.3678971,n/a,n/a,n/a
Main Street Pizzaria,fast_food,42.5903231,-76.3680473,n/a,https://mainstreetpizzeria.com/,Su 16:00-20:00; Tu-Sa 11:00-20:00
Nighthawks,restaurant,42.7308904,-73.6879303,n/a,n/a,"Mo-Fr 12:00-23:00; Sa,Su 10:00-23:00"
Koni's Broadway Kafé,cafe,42.7310908,-73.6893559,n/a,n/a,Mo-Fr 08:00-14:00
n/a,fast_food,42.5849929,-76.3672713,n/a,n/a,n/a
Driscoll's 161st Tavern,bar,42.9684285,-77.1414719,n/a,n/a,n/a
The Eatery: Carol's Place,restaurant,42.7050880,-73.6601315,n/a,n/a,n/a
New Greece China Restaurant,restaurant,43.1883212,-77.6994153,n/a,n/a,n/a
Pizza Stop,fast_food,43.1882743,-77.6997222,n/a,n/a,n/a
Bella Pasta,restaurant,43.1881366,-77.7005569,n/a,n/a,n/a
Di Bella's Old Fashioned Subs,restaurant,43.1883994,-77.6990720,n/a,n/a,n/a
n/a,restaurant,42.5330413,-75.5242680,n/a,n/a,n/a
Starbucks,cafe,42.7105993,-73.8204543,n/a,n/a,n/a
Fuji East Restaurant,restaurant,40.7590731,-73.9522681,n/a,n/a,Mo-Su 11:00-23:00
Piccolo Trattoria,restaurant,40.7592113,-73.9525792,n/a,n/a,n/a
Starbucks,cafe,40.7593049,-73.9529230,n/a,https://www.starbucks.com/store-locator/store/7098/roosevelt-island-455-main-street-new-york-ny-100440192-us,Mo-Fr 06:00-21:00; Sa 07:00-21:00; Su 07:00-20:00
Standings,bar,40.7282929,-73.9885805,n/a,n/a,"Mo-Th 17:00-01:00, Fr 17:00-02:00, Sa 12:00-02:00, Su 12:00-24:00"
KFC,fast_food,43.2108190,-77.7061100,n/a,https://locations.kfc.com/ny/greece/2910-w-ridge-road,n/a
Roy Rogers,fast_food,42.0141847,-73.9998776,n/a,n/a,24/7
Starbucks,cafe,42.0140197,-73.9999562,n/a,n/a,n/a
Arthur Treachers,fast_food,42.0142006,-73.9999848,n/a,n/a,n/a
Quiznos,fast_food,42.0141129,-73.9999849,n/a,n/a,n/a
Karavalli,restaurant,42.7623070,-73.7484353,n/a,n/a,n/a
Starbucks,cafe,40.7491000,-73.9839030,n/a,https://www.starbucks.com/store-locator/store/8588/35th-5th-373-5th-avenue-new-york-ny-100163307-us,n/a
Chipotle,fast_food,40.7484288,-73.9850334,n/a,https://locations.chipotle.com/ny/new-york/350-5th-ave,n/a
Starbucks,cafe,40.7481846,-73.9856870,n/a,https://www.starbucks.com/store-locator/store/7549/34th-st-empire-state-building-350-fifth-avenue-new-york-ny-101180110-us,Mo-Fr 06:30-18:00
Ristorante Settepani,restaurant,40.8043628,-73.9476425,n/a,n/a,n/a
Cuyler Diner,restaurant,42.7376993,-75.9480763,n/a,n/a,n/a
Think Coffee,cafe,40.7254132,-73.9924060,n/a,https://www.thinkcoffee.com/,"Mo-Fr 07:00-19:00; Sa,Su 08:00-19:00"
Le Basket,fast_food,40.7279757,-73.9948510,n/a,n/a,24/7
Starbucks,cafe,40.7272120,-73.9954880,n/a,n/a,Mo-Th 06:00-22:00; Fr 06:00-23:00; Sa 07:00-23:00; Su 07:00-21:30
Burger King,fast_food,40.7096762,-74.0119150,n/a,https://www.bk.com/store-locator/store/restaurant_1308,Mo-Fr 06:00-23:00; Sa-Su 07:00-23:00
Juliette Restaurant,restaurant,40.7169640,-73.9591140,n/a,n/a,n/a
miDmuS,restaurant,40.7170290,-73.9592100,n/a,n/a,n/a
Ako,restaurant,40.7169209,-73.9585388,n/a,https://akosushi.com/,Su-Th 12:00-22:00; Fr-Sa 12:00-23:00
Doughnut Plant,cafe,40.7174274,-73.9583326,n/a,https://www.doughnutplant.com/location/williamsburg/,"Mo,Tu off; We-Su 08:00-16:00"
Oasis,fast_food,40.7177220,-73.9573490,n/a,n/a,n/a
Pressed Juicery,fast_food,40.7175325,-73.9574611,n/a,n/a,Mo-Sa 08:00-20:00; Su 09:00-20:00
Twin Cafe,cafe,40.7149297,-74.0110479,n/a,n/a,n/a
Kaffe 1668,cafe,40.7151714,-74.0110643,n/a,n/a,Mo-Fr 06:30-21:00; Sa-Su 08:00-21:00
Pick-a-Bagel,cafe,40.7145898,-74.0151484,n/a,n/a,Mo-Fr 06:00-24:00; Sa-Su 07:00-24:00
Le Pain Quotidien,cafe,40.7149567,-74.0094239,n/a,n/a,n/a
Starbucks,cafe,40.7155220,-74.0089830,n/a,https://www.starbucks.com/store-locator/store/8692/chambers-and-west-broadway-125-chambers-street-new-york-ny-100071331-us,Mo-Sa 06:00-19:00; Su 06:00-18:30
McDonald's,fast_food,40.7162978,-74.0106665,n/a,https://www.mcdonalds.com/us/en-us/location/11163.html,24/7
Rockmeisha Izakaya,restaurant,40.7326428,-74.0024640,n/a,n/a,n/a
Annisa,restaurant,40.7326055,-74.0025709,n/a,n/a,n/a
Subway,fast_food,42.4979807,-73.6745298,n/a,https://restaurants.subway.com/united-states/ny/castleton-on-hudson/995-us-route-9,Mo-Su 09:00-20:00
Blue Spoon Coffee Company,cafe,40.7143226,-74.0068552,n/a,https://www.bluespooncoffee.com/,Mo-Fr 07:00-15:00
Chipotle,fast_food,40.7067224,-74.0069799,n/a,https://locations.chipotle.com/ny/new-york/100-maiden-ln,10:45-22:00
n/a,restaurant,42.7888274,-77.5044956,n/a,n/a,n/a
Subway,fast_food,42.7887999,-77.5049247,n/a,n/a,n/a
Cafe Sasso,cafe,43.1474778,-77.5759519,n/a,n/a,Mo-Su 08:00-20:00
Sinbad's,restaurant,43.1475903,-77.5766280,n/a,https://mysinbads.com/,n/a
Szechuan Opera,restaurant,43.1486128,-77.5785531,n/a,https://www.szechuanoperany.com/,Mo-Su 11:00-22:00
Jines,restaurant,43.1483382,-77.5781189,n/a,n/a,n/a
Fulton Grand,bar,40.6825161,-73.9614865,n/a,n/a,n/a
Chipshots Sports Bar & Restaurant,restaurant,42.7643254,-73.8692380,n/a,n/a,n/a
Wasabi,restaurant,42.9176010,-78.8772064,n/a,http://www.wasabi-buffalo.com/,n/a
Aguacates Mexican Bar & Grill,restaurant,42.9178299,-78.8768603,n/a,n/a,n/a
Globe Market,cafe,42.9178485,-78.8774729,n/a,https://theglobemarket.com/,n/a
McDonald's,fast_food,41.1444520,-73.8619044,n/a,https://www.mcdonalds.com/us/en-us/location/11914.html,Mo-Su 05:00-01:00
John's of Bleecker St,restaurant,40.7316098,-74.0033416,n/a,n/a,n/a
Joe's Pizza,restaurant,40.7305467,-74.0020629,n/a,https://www.joespizzanyc.com/,"Mo-Th, Su 10:00-04:00; Fr, Sa 10:00-05:00"
Great Northern Pizza Kitchen,fast_food,43.0611423,-77.4765385,n/a,n/a,Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 12:00-21:00
Bruegger's Bagels,fast_food,43.0606132,-77.4759806,n/a,n/a,Mo-Fr 05:00-19:00; Sa-Su 06:00-17:00
Gregerios,restaurant,43.1786638,-77.5759116,n/a,n/a,n/a
Salsa Fresca Mexican Grill,restaurant,41.9529827,-73.5125217,n/a,n/a,n/a
n/a,restaurant,41.0241475,-73.9431993,n/a,n/a,n/a
n/a,restaurant,41.0169012,-73.9429578,n/a,n/a,n/a
Mill Rock,restaurant,43.0406131,-73.9249033,n/a,n/a,n/a
Abeel's,restaurant,43.0432556,-73.9112240,n/a,n/a,n/a
Pizza Etc.,fast_food,43.0458353,-73.8491636,n/a,n/a,n/a
Starbucks,cafe,40.6568909,-73.6450795,n/a,https://www.starbucks.com/store-locator/store/14986/sunrise-north-park-21-north-park-ave-rockville-centre-ny-115705224-us,n/a
Blue Moon,restaurant,40.6570875,-73.6453589,n/a,n/a,n/a
Subway,fast_food,43.0487341,-74.2170494,n/a,https://restaurants.subway.com/united-states/ny/broadalbin/3677-state-highway-30,08:00-21:00
Seven Bridges,bar,40.6762064,-73.9835898,n/a,n/a,Mo-Tu 17:00-01:00+; We-Su 14:00-02:00+
Cafe Maya,restaurant,41.6064126,-73.9207766,n/a,n/a,n/a
Tim Hortons,cafe,42.8813528,-78.6759995,n/a,https://www.timhortons.com/,Mo-We 05:00-21:00; Fr-Sa 05:00-21:00; Su 05:00-17:00
Sangam,restaurant,42.4421961,-76.4876165,n/a,https://sangamindianrestaurantithaca.com/,11:30-15:00; 17:00-22:00
Collegetown Bagels,fast_food,42.4422537,-76.4854725,n/a,https://www.collegetownbagels.com/,Mo-Su 07:00-21:00
Ned's Pizza,restaurant,42.4415095,-76.4862265,n/a,n/a,n/a
Londonderry,restaurant,42.6847735,-73.8407320,n/a,n/a,n/a
Uncommon Grounds,cafe,42.6835613,-73.8387200,n/a,n/a,n/a
Provence,restaurant,42.6845872,-73.8398267,n/a,n/a,n/a
Peaches Cafe,cafe,42.6829180,-73.8385813,n/a,n/a,n/a
Chipotle,fast_food,42.6828509,-73.8385640,n/a,https://locations.chipotle.com/ny/albany/1475-western-ave,n/a
Bountiful Bread,restaurant,42.6844789,-73.8396556,n/a,n/a,n/a
Starbucks,cafe,42.6833705,-73.8402451,n/a,https://www.starbucks.com/store-locator/store/16077/stuyvesant-plaza-1475-western-avenue-albany-ny-122033520-us,n/a
Momo Sushi,restaurant,40.7051487,-73.9333751,n/a,momosushishack.com,n/a
Original Pizza of Boston,fast_food,43.0236714,-76.6707655,n/a,n/a,n/a
Sbarro,fast_food,42.9727851,-77.1735109,n/a,n/a,n/a
Edy's Ice Cream,cafe,43.0236099,-76.6708843,n/a,n/a,n/a
Starbucks,cafe,42.9728582,-77.1736105,n/a,https://www.starbucks.com/store-locator/store/1040557/ny-thruway-clifton-springs-e-i-90-clifton-springs-ny-14432-us,n/a
McDonald's,fast_food,43.0909834,-76.1009264,n/a,n/a,24/7
LongHorn Steakhouse,restaurant,43.0248253,-77.4377019,n/a,https://www.longhornsteakhouse.com/locations/ny/victor/victor/5357,n/a
Burger King,fast_food,42.9727074,-77.1736411,n/a,n/a,n/a
Edy's Ice Cream,fast_food,43.0911156,-76.1009186,n/a,n/a,n/a
Starbucks,cafe,42.8968299,-74.0969676,n/a,n/a,n/a
Auntie Anne's,fast_food,42.8968049,-74.0971223,n/a,n/a,n/a
NY MKT,fast_food,42.8968992,-74.0969858,n/a,n/a,n/a
Burger King,fast_food,43.0171436,-74.8028908,n/a,https://www.bk.com/store-locator/store/restaurant_2309,24/7
Dunkin' Donuts,fast_food,43.0170997,-74.8026108,n/a,n/a,24/7
Roy Rogers,fast_food,43.0158403,-74.8035790,n/a,n/a,24/7
Starbucks,cafe,43.0157056,-74.8036189,n/a,https://www.starbucks.com/store-locator/store/1037654/ny-state-thruway-indian-castle-2691-state-route-5-s-little-falls-ny-13365-us,n/a
McDonald's,fast_food,43.0764455,-75.1033346,n/a,n/a,n/a
Fresh Fudge,cafe,43.0764524,-75.1030423,n/a,n/a,n/a
Breyer's Ice Cream,cafe,43.0764971,-75.1031901,n/a,n/a,n/a
Starbucks,cafe,43.1250829,-75.4148455,n/a,https://www.starbucks.com/store-locator/store/1053802/ny-thruway-oneida-east-5365-ny-state-thruway-233-westmoreland-ny-13490-us,n/a
Sbarro,fast_food,43.0960809,-75.8416609,n/a,n/a,24/7
Starbucks,cafe,43.0959814,-75.8417048,n/a,https://www.starbucks.com/store-locator/store/1040391/ny-thruway-chittenango-plaza-w-2188-tag-rd-canastota-ny-13032-us,n/a
McDonald's,fast_food,43.0922538,-76.3195006,n/a,n/a,24/7
Edy's Ice Cream,cafe,43.0920586,-76.3195292,n/a,n/a,n/a
Original Pizza of Boston,fast_food,43.0922147,-76.3191720,n/a,n/a,n/a
McDonald's,fast_food,43.0236342,-76.6708278,n/a,n/a,24/7
Hershey's,cafe,42.9589009,-76.9180649,n/a,n/a,n/a
Roy Rogers,fast_food,42.9590724,-76.9179797,n/a,n/a,n/a
Dunkin',fast_food,42.9589743,-76.9181317,n/a,n/a,24/7
Tim Hortons,cafe,42.9989510,-77.4133858,n/a,https://www.timhortons.com/,24/7
Villa Pizza,fast_food,42.9991138,-77.4133804,n/a,n/a,n/a
Starbucks,cafe,41.5777047,-74.0851085,n/a,n/a,Mo-Su 05:00-22:00
LavAzza,cafe,41.5923855,-74.0885961,n/a,n/a,n/a
Pizzeria Uno,fast_food,41.5921816,-74.0887104,n/a,n/a,n/a
McDonald's,fast_food,41.5923060,-74.0886704,n/a,n/a,24/7
Five Guys,fast_food,43.2078143,-77.6796538,n/a,https://restaurants.fiveguys.com/1948-ridge-road-west,11:00-21:30
Outback Steakhouse,restaurant,43.2078143,-77.6798816,n/a,n/a,n/a
Scubbers Hot Wings,fast_food,42.7234967,-73.8011904,n/a,n/a,n/a
Panera Bread,fast_food,42.7134076,-73.8138971,n/a,https://locations.panerabread.com/ny/colonie/65-wolf-rd.html,Mo-Fr 06:00-21:00; Sa-Su 07:00-21:00
Dunkin',fast_food,42.7233324,-73.8014032,n/a,https://locations.dunkindonuts.com/en/ny/colonie/186-wolf-rd/340272,04:00-21:00
Bruegger's Bagels,fast_food,42.7172270,-73.8129047,n/a,n/a,n/a
East Wok,fast_food,42.7174587,-73.8131343,n/a,n/a,n/a
Legends Pizza,restaurant,42.7173648,-73.8130660,n/a,www.LegendsPizza.Plus,"Mo, Tu, We, Th 10:00 - 24:00; Fr, Sa 10:00 - 25:00; Su 10:00 -24:00"
The Corner Deli,fast_food,42.7176043,-73.8132902,n/a,n/a,n/a
Hummus Place,restaurant,40.7322601,-74.0033462,n/a,n/a,n/a
Lombardi's Pizza,restaurant,40.7215577,-73.9956097,n/a,https://www.firstpizza.com/,Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
Horizons,restaurant,43.0455811,-77.4600219,n/a,n/a,n/a
McDonald's,fast_food,42.9301595,-78.6976651,n/a,https://www.mcdonalds.com/us/en-us/location/21820.html,06:00-23:00
Tim Hortons,cafe,42.9160494,-78.6729781,n/a,https://www.timhortons.com/,24/7
Le Pain Quotidien,cafe,40.7805420,-73.9545680,n/a,https://www.lepainquotidien.com/us/en/locations/carnegie_hill/1309-lexington-ave,"Mo-Fr 07:00-19:00; Sa, Su 07:30-19:00"
Cafe Social 68,cafe,40.7246121,-73.9843772,n/a,n/a,"Mo-Fr 07:00-19:00; Sa,Su 08:00-19:00"
Jackson Hall,restaurant,40.7345729,-73.1767402,n/a,https://www.jacksonhallbarandgrille.com/,n/a
Vinnie's Mulberry Street,restaurant,40.7305200,-73.1929242,n/a,https://vinniesmulberrystreet.com/,n/a
Citrico Cafe & Agaveria Bar,cafe,40.7579727,-73.9232898,n/a,https://www.citricocafe.com,n/a
Bill Gray's,restaurant,43.0855762,-77.6022747,n/a,https://www.billgrays.com/index.cfm?Page=Henrietta,n/a
Boston Market,fast_food,43.0877323,-77.6120702,n/a,n/a,n/a
Amiel's Subs and Rost Beef,fast_food,43.0912299,-77.6351051,n/a,n/a,n/a
King and I,restaurant,43.0913628,-77.6114899,n/a,n/a,n/a
Cheap Charlie's,restaurant,42.9036860,-77.4195860,n/a,n/a,n/a
The Delaware,restaurant,42.6428833,-73.7769766,n/a,n/a,n/a
Delaware Supply,bar,42.6429849,-73.7767339,n/a,n/a,n/a
Sabor Latino Taqueria,restaurant,42.6598521,-73.7678343,n/a,n/a,n/a
Dunkin',fast_food,42.6653044,-73.7905634,n/a,n/a,n/a
